"Anatomical Strucures, Cell Types and Biomarkers Table for Vasculature v1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Griffin Weber; Sujin Lee; Rajeev Malhotra; Marc Halushka; Avinash Boppana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-2597-881X; 0000-0002-6692-6880; 0000-0003-0120-4630; 0000-0002-7112-7389; 0000-0003-0834-8274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer(s):,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"Netter FH. Atlas of human anatomy. Philadelphia, PA: Saunders/Elsevier. 2006.; Gray H. Gray's Anatomy: The Anatomical Basis of Clinical Practice (40th ed.). Churchill-Livingstone, Elsevier. 2008.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,10.48539/HBM426.GZPN.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,3/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS/1,AS/1/LABEL,AS/1/ID,AS/2,AS/2/LABEL,AS/2/ID,AS/3,AS/3/LABEL,AS/3/ID,AS/4,AS/4/LABEL,AS/4/ID,AS/5,AS/5/LABEL,AS/5/ID,AS/6,AS/6/LABEL,AS/6/ID,AS/7,AS/7/LABEL,AS/7/ID,AS/8,AS/8/LABEL,AS/8/ID,AS/9,AS/9/LABEL,AS/9/ID,AS/10,AS/10/LABEL,AS/10/ID,AS/11,AS/11/LABEL,AS/11/ID,AS/12,AS/12/LABEL,AS/12/ID,AS/13,AS/13/LABEL,AS/13/ID,AS/14,AS/14/LABEL,AS/14/ID,AS/15,AS/15/LABEL,AS/15/ID,AS/16,AS/16/LABEL,AS/16/ID,AS/17,AS/17/LABEL,AS/17/ID,AS/18,AS/18/LABEL,AS/18/ID,AS/19,AS/19/LABEL,AS/19/ID,CT/1,CT/1/LABEL,CT/1/ID,BG/1,BG/1/LABEL,BG/1/ID,FTU,REF/1,REF/1/DOI,REF/1/NOTES
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,common iliac artery,common iliac artery,UBERON:0001191,external iliac artery,external iliac artery,UBERON:0001308,common femoral artery,Common femoral artery,fma0323778,superficial femoral artery,Superficial femoral artery,fma0323777,popliteal artery,popliteal artery,UBERON:0002250,anterior tibial artery,anterior tibial artery,UBERON:0001537,dorsalis pedis artery,dorsalis pedis artery,UBERON:0001539,arcuate artery of foot,arcuate artery of foot,UBERON:0034927,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Arcuate_artery_of_the_foot,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,common iliac artery,common iliac artery,UBERON:0001191,external iliac artery,external iliac artery,UBERON:0001308,common femoral artery,Common femoral artery,fma0323778,superficial femoral artery,Superficial femoral artery,fma0323777,popliteal artery,popliteal artery,UBERON:0002250,anterior tibial artery,anterior tibial artery,UBERON:0001537,dorsalis pedis artery,dorsalis pedis artery,UBERON:0001539,arcuate artery of foot,arcuate artery of foot,UBERON:0034927,fourth dorsal metatarsal artery,Fourth dorsal metatarsal artery,fma44650,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Dorsal_metatarsal_arteries,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,common iliac artery,common iliac artery,UBERON:0001191,external iliac artery,external iliac artery,UBERON:0001308,common femoral artery,Common femoral artery,fma0323778,superficial femoral artery,Superficial femoral artery,fma0323777,popliteal artery,popliteal artery,UBERON:0002250,anterior tibial artery,anterior tibial artery,UBERON:0001537,dorsalis pedis artery,dorsalis pedis artery,UBERON:0001539,arcuate artery of foot,arcuate artery of foot,UBERON:0034927,fourth dorsal metatarsal artery,Fourth dorsal metatarsal artery,fma44650,dorsal digital artery of foot #2,Dorsal digital artery of foot,fma44660,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Dorsal_digital_arteries_of_foot,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,common iliac artery,common iliac artery,UBERON:0001191,external iliac artery,external iliac artery,UBERON:0001308,common femoral artery,Common femoral artery,fma0323778,superficial femoral artery,Superficial femoral artery,fma0323777,popliteal artery,popliteal artery,UBERON:0002250,anterior tibial artery,anterior tibial artery,UBERON:0001537,dorsalis pedis artery,dorsalis pedis artery,UBERON:0001539,arcuate artery of foot,arcuate artery of foot,UBERON:0034927,second dorsal metatarsal artery,Second dorsal metatarsal artery,fma44648,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Dorsal_metatarsal_arteries,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,common iliac artery,common iliac artery,UBERON:0001191,external iliac artery,external iliac artery,UBERON:0001308,common femoral artery,Common femoral artery,fma0323778,superficial femoral artery,Superficial femoral artery,fma0323777,popliteal artery,popliteal artery,UBERON:0002250,anterior tibial artery,anterior tibial artery,UBERON:0001537,dorsalis pedis artery,dorsalis pedis artery,UBERON:0001539,arcuate artery of foot,arcuate artery of foot,UBERON:0034927,second dorsal metatarsal artery,Second dorsal metatarsal artery,fma44648,dorsal digital artery of foot #3,Dorsal digital artery of foot,fma44660,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Dorsal_digital_arteries_of_foot,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,common iliac artery,common iliac artery,UBERON:0001191,external iliac artery,external iliac artery,UBERON:0001308,common femoral artery,Common femoral artery,fma0323778,superficial femoral artery,Superficial femoral artery,fma0323777,popliteal artery,popliteal artery,UBERON:0002250,anterior tibial artery,anterior tibial artery,UBERON:0001537,dorsalis pedis artery,dorsalis pedis artery,UBERON:0001539,arcuate artery of foot,arcuate artery of foot,UBERON:0034927,third dorsal metatarsal artery,Third dorsal metatarsal artery,fma44649,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Dorsal_metatarsal_arteries,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,common iliac artery,common iliac artery,UBERON:0001191,external iliac artery,external iliac artery,UBERON:0001308,common femoral artery,Common femoral artery,fma0323778,superficial femoral artery,Superficial femoral artery,fma0323777,popliteal artery,popliteal artery,UBERON:0002250,anterior tibial artery,anterior tibial artery,UBERON:0001537,dorsalis pedis artery,dorsalis pedis artery,UBERON:0001539,arcuate artery of foot,arcuate artery of foot,UBERON:0034927,third dorsal metatarsal artery,Third dorsal metatarsal artery,fma44649,dorsal digital artery of foot #4,Dorsal digital artery of foot,fma44660,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Dorsal_digital_arteries_of_foot,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,common iliac artery,common iliac artery,UBERON:0001191,external iliac artery,external iliac artery,UBERON:0001308,common femoral artery,Common femoral artery,fma0323778,superficial femoral artery,Superficial femoral artery,fma0323777,popliteal artery,popliteal artery,UBERON:0002250,anterior tibial artery,anterior tibial artery,UBERON:0001537,dorsalis pedis artery,dorsalis pedis artery,UBERON:0001539,deep plantar artery,Deep plantar artery,fma69513,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Deep_plantar_artery,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,common iliac artery,common iliac artery,UBERON:0001191,external iliac artery,external iliac artery,UBERON:0001308,common femoral artery,Common femoral artery,fma0323778,superficial femoral artery,Superficial femoral artery,fma0323777,popliteal artery,popliteal artery,UBERON:0002250,anterior tibial artery,anterior tibial artery,UBERON:0001537,dorsalis pedis artery,dorsalis pedis artery,UBERON:0001539,first dorsal metatarsal artery,First dorsal metatarsal artery,fma44647,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Dorsalis_pedis_artery,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,common iliac artery,common iliac artery,UBERON:0001191,external iliac artery,external iliac artery,UBERON:0001308,common femoral artery,Common femoral artery,fma0323778,superficial femoral artery,Superficial femoral artery,fma0323777,popliteal artery,popliteal artery,UBERON:0002250,anterior tibial artery,anterior tibial artery,UBERON:0001537,dorsalis pedis artery,dorsalis pedis artery,UBERON:0001539,first dorsal metatarsal artery,First dorsal metatarsal artery,fma44647,dorsal digital artery of foot,Dorsal digital artery of foot,fma44660,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Dorsal_digital_arteries_of_foot,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,common iliac artery,common iliac artery,UBERON:0001191,external iliac artery,external iliac artery,UBERON:0001308,common femoral artery,Common femoral artery,fma0323778,superficial femoral artery,Superficial femoral artery,fma0323777,popliteal artery,popliteal artery,UBERON:0002250,anterior tibial artery,anterior tibial artery,UBERON:0001537,dorsalis pedis artery,dorsalis pedis artery,UBERON:0001539,lateral tarsal artery,Lateral tarsal artery,fma44595,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Lateral_tarsal_artery,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,common iliac artery,common iliac artery,UBERON:0001191,external iliac artery,external iliac artery,UBERON:0001308,common femoral artery,Common femoral artery,fma0323778,superficial femoral artery,Superficial femoral artery,fma0323777,popliteal artery,popliteal artery,UBERON:0002250,anterior tibial artery,anterior tibial artery,UBERON:0001537,dorsalis pedis artery,dorsalis pedis artery,UBERON:0001539,medial tarsal artery,medial tarsal artery,UBERON:0001553,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Medial_tarsal_arteries,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,common iliac artery,common iliac artery,UBERON:0001191,external iliac artery,external iliac artery,UBERON:0001308,common femoral artery,Common femoral artery,fma0323778,superficial femoral artery,Superficial femoral artery,fma0323777,popliteal artery,popliteal artery,UBERON:0002250,anterior tibial artery,anterior tibial artery,UBERON:0001537,posterior tibial recurrent artery,Posterior tibial recurrent artery,fma43903,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Posterior_tibial_recurrent_artery,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,common iliac artery,common iliac artery,UBERON:0001191,external iliac artery,external iliac artery,UBERON:0001308,common femoral artery,Common femoral artery,fma0323778,superficial femoral artery,Superficial femoral artery,fma0323777,popliteal artery,popliteal artery,UBERON:0002250,lateral inferior genicular artery,Inferior lateral genicular artery,fma43888,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://www.healthline.com/human-body-maps/lateral-inferior-genicular-artery#1,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,common iliac artery,common iliac artery,UBERON:0001191,external iliac artery,external iliac artery,UBERON:0001308,common femoral artery,Common femoral artery,fma0323778,superficial femoral artery,Superficial femoral artery,fma0323777,popliteal artery,popliteal artery,UBERON:0002250,lateral superior genicular artery,Superior lateral genicular artery,fma22585,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Lateral_superior_genicular_artery,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,common iliac artery,common iliac artery,UBERON:0001191,external iliac artery,external iliac artery,UBERON:0001308,common femoral artery,Common femoral artery,fma0323778,superficial femoral artery,Superficial femoral artery,fma0323777,popliteal artery,popliteal artery,UBERON:0002250,medial inferior genicular artery,Inferior medial genicular artery,fma43889,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://www.healthline.com/human-body-maps/medial-inferior-genicular-artery#1,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,common iliac artery,common iliac artery,UBERON:0001191,external iliac artery,external iliac artery,UBERON:0001308,common femoral artery,Common femoral artery,fma0323778,superficial femoral artery,Superficial femoral artery,fma0323777,popliteal artery,popliteal artery,UBERON:0002250,medial superior genicular artery,Superior medial genicular artery,fma22584,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Medial_superior_genicular_artery,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,common iliac artery,common iliac artery,UBERON:0001191,external iliac artery,external iliac artery,UBERON:0001308,common femoral artery,Common femoral artery,fma0323778,superficial femoral artery,Superficial femoral artery,fma0323777,popliteal artery,popliteal artery,UBERON:0002250,middle genicular artery,Middle genicular artery,fma22536,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Middle_genicular_artery,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,common iliac artery,common iliac artery,UBERON:0001191,external iliac artery,external iliac artery,UBERON:0001308,common femoral artery,Common femoral artery,fma0323778,superficial femoral artery,Superficial femoral artery,fma0323777,popliteal artery,popliteal artery,UBERON:0002250,sural artery,sural artery,UBERON:0001390,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Sural_arteries,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,common iliac artery,common iliac artery,UBERON:0001191,external iliac artery,external iliac artery,UBERON:0001308,common femoral artery,Common femoral artery,fma0323778,superficial femoral artery,Superficial femoral artery,fma0323777,popliteal artery,popliteal artery,UBERON:0002250,tibial-peroneal trunk,Trunk of posterior tibial artery,fma66421,,,,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Tibial-fibular_trunk,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,common iliac artery,common iliac artery,UBERON:0001191,external iliac artery,external iliac artery,UBERON:0001308,common femoral artery,Common femoral artery,fma0323778,superficial femoral artery,Superficial femoral artery,fma0323777,popliteal artery,popliteal artery,UBERON:0002250,tibial-peroneal trunk,Trunk of posterior tibial artery,fma66421,peroneal artery,peroneal artery,UBERON:0001540,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Fibular_artery,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,common iliac artery,common iliac artery,UBERON:0001191,external iliac artery,external iliac artery,UBERON:0001308,common femoral artery,Common femoral artery,fma0323778,superficial femoral artery,Superficial femoral artery,fma0323777,popliteal artery,popliteal artery,UBERON:0002250,tibial-peroneal trunk,Trunk of posterior tibial artery,fma66421,peroneal artery,peroneal artery,UBERON:0001540,calcaneal branch of fibular artery,Calcaneal branch of fibular artery,fma44630,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Fibular_artery,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,common iliac artery,common iliac artery,UBERON:0001191,external iliac artery,external iliac artery,UBERON:0001308,common femoral artery,Common femoral artery,fma0323778,superficial femoral artery,Superficial femoral artery,fma0323777,popliteal artery,popliteal artery,UBERON:0002250,tibial-peroneal trunk,Trunk of posterior tibial artery,fma66421,peroneal artery,peroneal artery,UBERON:0001540,communicating branch of fibular artery,Communicating branch of fibular artery,fma44034,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Fibular_artery,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,common iliac artery,common iliac artery,UBERON:0001191,external iliac artery,external iliac artery,UBERON:0001308,common femoral artery,Common femoral artery,fma0323778,superficial femoral artery,Superficial femoral artery,fma0323777,popliteal artery,popliteal artery,UBERON:0002250,tibial-peroneal trunk,Trunk of posterior tibial artery,fma66421,peroneal artery,peroneal artery,UBERON:0001540,perforating branch of fibular artery,Perforating branch of fibular artery,fma44033,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Fibular_artery,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,common iliac artery,common iliac artery,UBERON:0001191,external iliac artery,external iliac artery,UBERON:0001308,common femoral artery,Common femoral artery,fma0323778,superficial femoral artery,Superficial femoral artery,fma0323777,popliteal artery,popliteal artery,UBERON:0002250,tibial-peroneal trunk,Trunk of posterior tibial artery,fma66421,posterior tibial artery,posterior tibial artery,UBERON:0001538,,,,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Tibial-fibular_trunk,,
vasculature,vasculature,UBERON:0002049,left ventricle,heart left ventricle,UBERON:0002084,aorta,aorta,UBERON:0000947,ascending aorta,ascending aorta,UBERON:0001496,aortic arch,arch of aorta,UBERON:0001508,descending aorta,descending aorta,UBERON:0001514,descending thoracic aorta,descending thoracic aorta,UBERON:0002345,abdominal aorta,abdominal aorta,UBERON:0001516,common iliac artery,common iliac artery,UBERON:0001191,external iliac artery,external iliac artery,UBERON:0001308,common femoral artery,Common femoral artery,fma0323778,superficial femoral artery,Superficial femoral artery,fma0323777,popliteal artery,popliteal artery,UBERON:0002250,tibial-peroneal trunk,Trunk of posterior tibial artery,fma66421,posterior tibial artery,posterior tibial artery,UBERON:0001538,circumflex fibular artery,Circumflex fibular artery,fma43918,,,,,,,,,,blood vessel endothelial cell,blood vessel endothelial cell,CL:0000071,PECAM1 (CD31),PECAM1,HGNC:8823,,https://en.wikipedia.org/wiki/Circumflex_fibular_artery,,
